School,School,State,join_id,operation_dates,religions_identified,tribes_identified,DOI deceased,WP deceased,DOI burial sites,WP burial sites,other_names,Latitude,Longitude,Verified
Bismarck Indian School,[Bismarck Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/ND/Bismarck_Indian_School),ND,264,1908 - 1938,,"Arikara, Arickaree, Arikaree; Assiniboine; Blackfeet, Blackfoot; Cheyenne; Cheyenne River Sioux; Chippewa; Crow Creek Sioux; Crow, Absaroka; Dakota from Upper Sioux; Flathead Indians; Gros Ventre, Aaniiih; Ho-Chunk, Winnebago; Lac du Flambeau Band, Lake Superior Chippewa; Mandan, Mantannes, Mayadana; Menominee, Menomini, Mamaceqtaw; Northern Cheyenne, Montana; Piegan, Peigan, Pikuni, Piikuni; Rosebud Sioux; Sioux; Sisseton Wahpeton Oyate Sioux; Standing Rock Sioux; Three Affiliated Tribes of Fort Berthold, Mandan, Hidatsa, Arikara; Turtle Mountain Band of Chippewa; Yakama, Yakima; Yankton Sioux, Yanktonai",0,3,,,Mandan Indian School; Bismarck Boarding School; Blamarck School,46.81221,-100.81665,TRUE
St. Mary's Indian Industrial School,[St. Mary's Indian Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/ND/St_Marys_Indian_Industrial_School),ND,267,1884 - 1910,Catholic; Sisters of Mercy,Chippewa,0,3,,1 onsite,St. Mary School at Turtle Mountain; St. Mary's (Turtle Mountain); Devil's Lake - Turtle Mountain (St. Mary's); St. Mary's Mission Boarding; St. Marie's Boarding School,48.84424024,-99.75409726,TRUE
Bloomfield Female Academy,[Bloomfield Female Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Bloomfield_Female_Academy),OK,284,1853 - 1914,Methodist,"Cherokee; Chickasaw, Chikashsha; Choctaw; Creek, Muscogee, Mvskoke; Five Tribes, Five Civilized Tribes; Kalapuya, Calapuya",0,3,,,Bloomfield Female Seminary; Bloomfield Academy for Girls,33.79431578,-96.3845521,TRUE
Cheyenne Manual Labor and Boarding School,[Cheyenne Manual Labor and Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Cheyenne_Manual_Labor_and_Boarding_School),OK,287,1879 - 1909,Quaker,Cheyenne,3,3,,,Cheyenne Industrial School; Cheyenne Boarding School,35.61563889,-97.996,APPROX
Chickasaw Manual Labor Academy,[Chickasaw Manual Labor Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Chickasaw_Manual_Labor_Academy),OK,288,1850 - 1910,United Methodist Episcopal Church,"Chickasaw, Chikashsha; Five Tribes, Five Civilized Tribes",0,3,,,"Chickasaw Male Academy; Chickasaw Manual Labor Academy; McKendree Academy;
Chickasaw Manual Labor Academy for Boys; Harley Institute; Harley Academy; Robinson
Academy",34.2082044,-96.6450193,TRUE
Kaw Boarding School,[Kaw Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Kaw_Boarding_School),OK,303,1874 - 1912,,"Kaw, Kansa, Kanza, Kanzas, Kansas",0,3,,,Kaw Training School; Kaw Industrial-school;,36.7766667,-96.8359082,TRUE
Ponca Boarding School,[Ponca Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Ponca_Boarding_School),OK,307,1882 - 1919,,"Arapaho, Arapahoe; Ponca",3,3,,,Ponca Industrial Boarding School,36.6013432,-97.07880556,APPROX
Fort Sill Indian School,[Fort Sill Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Fort_Sill_Indian_School),OK,338,1871 - 1980,Quaker; Religious Society of Friends,"Apache; Arapaho, Arapahoe; Caddo; Cherokee; Cheyenne; Choctaw; Comanche; Delaware, Lenni Lenape; Kiowa; Kiowa Apache, Plains Apache; Navajo, Navaho, Dine; Otoe; Seneca; Sioux; Wichita, Kitikiti'sh; Wyandot, Wyandotte",1,3,,,Kiowa and Comanche School; Josiah Missionary School,34.623454,-98.381994,TRUE
Wealaka Boarding School,[Wealaka Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Wealaka_Boarding_School),OK,345,1882 - 1935,Presbyterian,"Creek, Muscogee, Mvskoke",0,3,,,,35.9205,-95.79911111,FALSE
Rosebud Agency Boarding and Day School,[Rosebud Agency Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Rosebud_Agency_Boarding_and_Day_School),SD,366,1897 - 1951,,"Leech Lake Band Chippewa, Minnesota; Rosebud Sioux; Sioux",3,3,,,Rosebud Community,43.30970434,-100.6219297,TRUE
Intermountain Indian School,[Intermountain Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/UT/Intermountain_Indian_School),UT,398,1950 - 1984,,"Navajo, Navaho, Dine; Tohono O'odham, Papago",3,3,,,Bushnell Hospital; Intermountain Inter-Tribal School,41.491047,-112.010223,TRUE
Panguitch Boarding School,[Panguitch Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Panguitch_Boarding_School),AK,399,1904 - 1909,,"Paiute, Pi-Ute",1,3,1 onsite,,Southern Utah Boarding School; Orton Boarding School,37.86934824,-112.4139877,TRUE
St. Stephen's Mission Industrial School,[St. Stephen's Mission Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WY/St_Stephens_Mission_Industrial_School),WY,433,1888 - Open,Catholic; Catholic Bureau of Indian Missions; Sisters of St. Francis; Society of Jesus,"Arapaho, Arapahoe; Shoshone, Shoshoni, Snake",0,3,,1 onsite,St. Stephens' Indian School,42.98492038,-108.4205008,TRUE
Jesse Lee Home for Children,[Jesse Lee Home for Children](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Jesse_Lee_Home_for_Children),AK,10,1890 - 1925 | 1926 - 1964 | 1966 - 1970,Baptist; Evangelical Lutheran; Methodist,Alaskan,0,3,1 offsite,1 offsite,Fort Raymond; Alaska Children's Services; AK Child and Family*,61.13661266,-149.7943496,TRUE
St. Mary Mission School,[St. Mary Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/St_Mary_Mission_School),AK,16,1898 - 1951 | 1951 - 1987,Catholic; Jesuit; Roman Catholic; Ursuline Order of Nuns,Alaskan,0,3,,,"St. Mary Mission, School and Church of the Nativity; St. Joseph's Mission",62.03988889,-163.2212778,FALSE
Rice Station Boarding and Day School,[Rice Station Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Rice_Station_Boarding_and_Day_School),AZ,68,1900 - 1941,,Apache; Kiowa; San Carlos Apache,2,2,1 onsite,,Rice Indian School; Rice Station Day School,33.35648,-110.451872,TRUE
Lemhi Boarding School,[Lemhi Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/ID/Lemhi_Boarding_School),ID,111,1872 - 1907,,"Shoshone, Shoshoni, Snake",0,2,,,Lemhi Boarding School Girls Dormitory,44.862118,-113.63073,TRUE
Leech Lake Indian Boarding School,[Leech Lake Indian Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/Leech_Lake_Indian_Boarding_School),MN,145,1867 - 1921,American Missionary Association,Chippewa,0,2,,,,47.1092594,-94.5983328,TRUE
White Earth Boarding School,[White Earth Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/White_Earth_Boarding_School),MN,148,1871 - 1921,,Chippewa,0,2,,,,47.10992,-95.85913,TRUE
Tongue River Boarding School,[Tongue River Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Tongue_River_Boarding_School),MT,178,1904 - 1979,,"Cheyenne; Chippewa; Cree; Crow, Absaroka; Northern Cheyenne, Montana; Sioux",2,2,,1 offsite,Government School at Busby; Busby Indian School,45.53649503,-106.9569032,TRUE
Willow Creek Boarding School,[Willow Creek Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Willow_Creek_Boarding_School),MT,179,1892 - 1909,,"Piegan, Peigan, Pikuni, Piikuni",0,2,1 onsite,,Old Willow Creek Indian School; Blackfeet School at Willow Creek,48.55582,-113.076131,TRUE
St. Paul Mission and Boarding School,[St. Paul Mission and Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/St_Paul_Mission_and_Boarding_School),MT,183,1880 - 2021,Catholic,"Assiniboine; Gros Ventre, Aaniiih",0,2,,1 onsite,St. Paul Mission Grade School,47.97554338,-108.6765021,TRUE
St. Ignatius Mission and School,[St. Ignatius Mission and School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/St_Ignatius_Mission_and_School),MT,188,1863 - 1973,Catholic; Jesuit; Sisters of Providence; Society of Jesus; Ursuline Order of Nuns,"Blackfeet, Blackfoot; Colville; Cree; Flathead Indians; Kalispel; Kootenai from Flathead, Montana; Kootenai, Ktunaxa, Kutenai, Kootenay, Ksanka; Nez Perce from Colville; Pend d'Oreille, Upper Kalispel; Piegan, Peigan, Pikuni, Piikuni; Spokane from Flathead",0,2,,1 offsite,"St. Ignatius Industrial School; Academy of the Holy Family for Young Ladies; Flathead
Agency Boy's Boarding School; Flathead Agency Girls' Boarding School",47.31505256,-114.1048516,TRUE
Santee Industrial School,[Santee Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NE/Santee_Industrial_School),NE,190,1874 - 1909,,Flandreau Santee Sioux; Ponca; Santee Sioux,0,2,,,Santee and Flandreau Boarding School; Santee Agency Boarding and Day School,42.75133333,-98.02766667,FALSE
Otoe Missouria Indian Mission School,[Otoe Missouria Indian Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NE/Otoe_Missouria_Indian_Mission_School),NE,196,1835 - 1881,Presbyterian,"Omaha; Otoe; Pawnee; Sac and Fox of the Mississippi in Iowa; Sac, Sauk",1,2,,,Ottoe and Omaha Mission School,40.05002778,-96.57236111,FALSE
Cherokee Male Seminary,[Cherokee Male Seminary](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Cherokee_Male_Seminary),OK,279,1851 - 1910,,Cherokee,0,2,,,,35.8963098,-94.992206,TRUE
Carter Seminary,[Carter Seminary](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Carter_Seminary),OK,314,1917 - 2000,,"Cherokee; Chickasaw, Chikashsha; Choctaw; Comanche",1,2,,,Bloomfield Female Seminary; Carter Seminary Ardmore,34.2003402,-97.1410762,TRUE
Wetumka Boarding School,[Wetumka Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Wetumka_Boarding_School),OK,346,1881 - 1910,Southern Baptist Convention,"Creek, Muscogee, Mvskoke",0,2,1 onsite,,Creek National Boarding School; Levering Manual Labor Boarding; Leavering Mission,35.2486155,-96.1934376,APPROX
Kate Drexel Mission Boarding School,[Kate Drexel Mission Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OR/Kate_Drexel_Mission_Boarding_School),OR,348,1887 - 1937,Catholic,"Cayuse, Liksiyu; Umatilla; Walla Walla, Wallawalla; Walla Walla, Wallawalla from Umatilla; Yakama, Yakima",1,2,,1 onsite,St. Andrew Mission School; St. Andrew (Kate Drexel),45.63377215,-118.6240103,TRUE
Grand Ronde Boarding School,[Grand Ronde Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OR/Grand_Ronde_Boarding_School),OR,354,1862 - 1908,Catholic; Sisters of the Holy Names of Jesus and Mary,"Grand Ronde Tribes, Oregon",0,2,,,Manual Training School at Grand Ronde; Grand Ronde Agency Schoolhouse,45.05933333,-123.6267222,FALSE
Crow Creek Agency Boarding School,[Crow Creek Agency Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Crow_Creek_Agency_Boarding_School),SD,372,1874 - 1924,Episcopal,"Crow Creek Sioux; Yankton Sioux, Yanktonai",0,2,1 onsite,,"Crow Creek Industrial Boarding School; Lower Yanctonai, Lower Yanktonai Mission Boarding School; Fort Thompson Community School; Fort Thompson Indian School; Fort
Thompson Vocational Boarding and Day School; Victory No. 8 School District",44.05538521,-99.43808301,TRUE
Good Shepherd Industrial School,[Good Shepherd Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/CO/Good_Shepherd_Industrial_School),CO,419,1885 - 1891,Catholic,Chippewa,0,2,,,"Home of the Good Shepherd for Homeless Girls; E. M. Byers Home for Boys; Good Shepherd
School, Good Shepherd Boarding",43.01755335,-88.03762515,TRUE
Flathead Agency Boarding and Day School,[Flathead Agency Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Flathead_Agency_Boarding_and_Day_School),MT,437,1900 - 1915,,"Flathead Indians; Kalispel; Kootenai from Flathead, Montana; Pend d'Oreille, Upper Kalispel; Piegan, Peigan, Pikuni, Piikuni; Snake Indians; Spokane",2,2,,,yet identified,,,
Industrial and Reformatory School,[Industrial and Reformatory School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/HI/Industrial_and_Reformatory_School),HI,97,1864 - 1903 | 1903 - 1950 | 1950 - Open,,Native Hawaiian,0,2,,,"Koolau Boys' Home (Kawailoa); Waialee Training School for Boys; Olomana School; Hawaii
Youth Correctional Facility*",21.3211929,-157.8671597,PARTIAL
Eklutna Industrial School,[Eklutna Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Eklutna_Industrial_School),AK,6,1924 - 1946,,Alaskan,1,1,,,,61.45421,-149.3732,TRUE
Holy Cross Boarding School,[Holy Cross Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Holy_Cross_Boarding_School),AK,9,1888 - 1956,American Board of Commissioners for Foreign Missions (ABCFM); Presbyterian; Roman Catholic,Alaskan,0,1,,,"Kosoreffsky; Anilukhtakpak; Askhomute; Koserefsky; Holy Cross Mission; Holy Cross
Boarding and Day School and Orphanage",62.20070501,-159.7700272,TRUE
St. Mark's Episcopal Mission School,[St. Mark's Episcopal Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/St_Marks_Episcopal_Mission_School),AK,15,1907 - 1955,Episcopal,Alaskan,0,1,,1 offsite,St. Mark's Church; Skagway,64.562,-149.089,TRUE
Mt. Edgecumbe Boarding School,[Mt. Edgecumbe Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Mt_Edgecumbe_Boarding_School),AK,25,1947 - Open,,"Alaskan; Athabascan, Athapascan, Dene, Dena, Tinne, Tinneh",0,1,,1 offsite,Mount Edgecumbe; Mt. Edgecumbe High School*,57.05381412,-135.3536755,TRUE
Kayenta Indian School,[Kayenta Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Kayenta_Indian_School),AZ,47,1935 - Open,,"Navajo, Navaho, Dine",0,1,,1 offsite,Kayenta Day School; Kayenta Community School,36.73121786,-110.2499337,TRUE
Santa Rosa Boarding School,[Santa Rosa Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Santa_Rosa_Boarding_School),AZ,70,1916 - Open,,"Cherokee; Pima; San Carlos Apache; Tohono O'odham, Papago",1,1,,,Santa Rosa Day School,32.35204901,-112.0631952,TRUE
Toledo Industrial Boarding School,[Toledo Industrial Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/IA/Toledo_Industrial_Boarding_School),IA,118,1898 - 1942,,"Bois Forte Band Chippewa, Nett Lake, Minnesota; Chippewa; Fond du Lac Band Chippewa, Minnesota; Leech Lake Band Chippewa, Minnesota; Menominee, Menomini, Mamaceqtaw; Meskwaki, Mesquaki, Fox, Renard; Sac and Fox; White Earth Band Chippewa",1,1,,,"Toledo Sanatorium; Sac & Fox, Sauk and Fox Indian Boarding and Mission School; Sac and
Fox Sanatorium; Tama School; Tama Sanatorium",41.972115,-92.625347,TRUE
Charity Hall Mission School,[Charity Hall Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MS/Charity_Hall_Mission_School),MS,164,1820 - 1831,Cumberland Missionary Board,"Chickasaw, Chikashsha",0,1,,,,33.98566667,-88.51030556,FALSE
Harmony Mission School,[Harmony Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MO/Harmony_Mission_School),MO,170,1821 - 1836,American Board of Commissioners for Foreign Missions (ABCFM),Osage,0,1,1 onsite,,Osage Indian School and Trading Post; Osage Mission,38.09705688,-94.35332462,TRUE
St. Peter Mission School,[St. Peter Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/St_Peter_Mission_School),MT,184,1866 - 1912,Catholic,"Assiniboine; Cree; Gros Ventre, Aaniiih; Kainah, Kainai, Akainiwa, Blood; Piegan, Peigan, Pikuni, Piikuni; Sioux; Snake Indians",0,1,1 onsite,,,47.30224051,-111.9185259,TRUE
Omaha Indian School,[Omaha Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NE/Omaha_Indian_School),NE,194,1873 - 1906,,Omaha,0,1,,,Omaha Boarding and Day School; Omaha Industrial School,42.06793311,-96.28259911,TRUE
Western Shoshone Boarding School,[Western Shoshone Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NV/Western_Shoshone_Boarding_School),NV,202,1880 - 1917,,"Hopi, Moqui Pueblo; Paiute Shoshone; Paiute, Pi-Ute",0,1,,,Western Shoshoni School,41.94163889,-116.0976389,FALSE
Baca Boarding and Day School,[Baca Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Baca_Boarding_and_Day_School),NM,203,1935 - Open,,"Navajo, Navaho, Dine; Pueblo of Taos, Tuah-Tah",1,1,,,"Baca Community School; Baca/Thoreau (Dlo'Ay Azhi) Community School; Baca/Dlo'Ay
Azhi Consolidated Community School; Baca/Dlo'Ay Azhi Community School*",35.36666215,-108.0546131,TRUE
Mariano Lake Boarding School,[Mariano Lake Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Mariano_Lake_Boarding_School),NM,210,1935 - Open,,"Navajo, Navaho, Dine",1,1,,,Mariano Lake Community School*,35.57793998,-108.3203176,TRUE
Ramona Indian School,[Ramona Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Ramona_Indian_School),NM,234,1885 - 1896,Congregational Church,Jicarilla Apache; Mescalero Apache,0,1,,,"Ramona Indian Girls School; Ramona Industrial School for Indian Girls; Ramona Boarding
School; Ramona School; University of New Mexico",35.67479954,-105.9438899,TRUE
Torreon Community School,[Torreon Community School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Torreon_Community_School),NM,247,1935 - Open,,"Navajo, Navaho, Dine",1,1,,,Torreon Day School; Torreon School; Na'Neelzhiin Ji'Olta*,35.7790885 ; 35.7710726664868,-107.2442407 ; -107.252397577261,TRUE
St. Louis School for Osage Indian Girls,[St. Louis School for Osage Indian Girls](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/St_Louis_School_for_Osage_Indian_Girls),OK,310,1887 - 1949,Catholic,Osage,0,1,,1 offsite,St. Louis Academy; St. Louis's School; St. Louis Mission Boarding School,36.6648543,-96.3526082,TRUE
St. Francis Indian Mission School,[St. Francis Indian Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/St_Francis_Indian_Mission_School),SD,370,1886 - Open,Catholic,Rosebud Sioux,0,1,,1 onsite,St. Francis Indian School,43.140218,-100.904525,TRUE
Chamberlain Indian School,[Chamberlain Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Chamberlain_Indian_School),SD,371,1898 - 1909,,"Chippewa; Ho-Chunk, Winnebago; Omaha; Sioux",1,1,,,,43.827142,-99.3237483,TRUE
Oahe Boarding School,[Oahe Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Oahe_Boarding_School),SD,378,1874 - 1914,American Missionary Association,"Lakota; Sac and Fox of the Mississippi in Iowa; Sihasapa, Blackfoot, Titonwan, Teton, Western Sioux",0,1,,,Oahe Industrial School; Oahe Indian Mission School; Peoria Bottoms School,44.4583534,-100.3859598,PARTIAL
St. John's School for Girls,[St. John's School for Girls](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/St_Johns_School_for_Girls),SD,382,1874 - 1903,Protestant Episcopal,"Blackfeet, Blackfoot; Cheyenne River Sioux; Miniconjou, Minnekonjou; Sans Arc Sioux; Santee Sioux; Two Kettle Sioux",0,1,,,St. John's William Welsh Memorial School; St. John's Boarding School; St. John's Mission,44.73021595,-101.0526775,TRUE
Immaculate Conception Mission School,[Immaculate Conception Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Immaculate_Conception_Mission_School),SD,388,1886 - 1961,Catholic,Crow Creek Sioux; Lower Brule Sioux,0,1,,1 onsite,Stephan Mission School; Crow Creek Reservation High School*,44.24569246,-99.45501221,TRUE
Aneth Boarding and Day School,[Aneth Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/UT/Aneth_Boarding_and_Day_School),UT,394,1935 - Open,,"Cherokee; Navajo, Navaho, Dine",1,1,,,Aneth Community School*,37.196749,-109.157715,TRUE
Castleton Academy,[Castleton Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/VT/Castleton_Academy),VT,401,1828 - Open,,"Passamaquoddy, Maine",0,1,,,Castleton University,43.607993,-73.176705,TRUE
Tonasket Boarding School,[Tonasket Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/Tonasket_Boarding_School),WA,405,1891 - 1897,,Colville,0,1,,,Okanagan Boarding School,,,
St. George Indian Residential School,[St. George Indian Residential School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/St_George_Indian_Residential_School),WA,410,1888 - 1936,Catholic; Sisters of St. Francis,"Arapaho, Arapahoe; Bay Mills, Chippewa; Chehalis; Cherokee; Chippewa; Colville from Colville; Cowlitz; Crow Creek Sioux; Flathead Indians; Gros Ventre, Aaniiih; Lummi; Makah, Ozette Makah; Muckleshoot; Nisqually, Nisqualli; Pawnee; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Puyallup; Quileute; Quinault, Quinaielt; Sauk- Suiattle; Sioux; Skagit; S'klallam, Klallam, Clallam; Skokomish; Snohomish; Snoqualmie; Squaxin Island, Squaxon; Suquamish; Swinomish; Tilamook, Nekelim, Siletz from Siletz; Tlingit, Tlinkit; Tsimshian; Tulalip; Yakama, Yakima",0,1,"1 offsite, 1 onsite",,"St. George's Mission School; St. George's Industrial School; St. George's Boarding School; St.
George's Catholic Boarding School",47.26460178,-122.3350732,FALSE
St. Joseph Industrial School,[St. Joseph Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WI/St_Joseph_Industrial_School),WI,425,1883 - 1980,Catholic; Sisters of St. Joseph,"Menominee, Menomini, Mamaceqtaw",1,1,,1 offsite,Menominee (St. Joseph's); St. Joseph's Boarding; Green Bay,44.88119959,-88.62963761,TRUE
St. Pius X Mission Home,[St. Pius X Mission Home](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/St_Pius_X_Mission_Home),AK,436,1932 - 1959,Jesuit; Sisters of St. Ann,Alaskan,0,1,,1 offsite,Pius Tenth Mission; St. Pius X Mission Boarding School,59.46218678,-135.3056959,TRUE
Asbury Manual Labor School and Mission,Asbury Manual Labor School and Mission,AL,1,1822 - 1834,Methodist; United Methodist Episcopal Church,"Creek, Muscogee, Mvskoke; Five Tribes, Five Civilized Tribes",0,0,1 onsite,,Fort Mitchell,32.347,-85.0191,TRUE
Kodiak Aleutian Regional High School,Kodiak Aleutian Regional High School,AK,2,1967 - Open,,"Alaskan; Aleut, Unangan",0,0,,,"Kodiak Island Borough School District, Kodiak High School*",57.794,-152.395,TRUE
Anvik Mission,Anvik Mission,AK,5,1892 - 1969,Episcopal,Alaskan,0,0,1 onsite,,Christ Church Mission,62.65619839,-160.2035079,TRUE
First Mission House,First Mission House,AK,7,1883 - 1945,Moravian,"Yupik, Yup'ik, Yupic",0,0,,,Bethel Indian School,60.79182164,-161.7517259,TRUE
Fort Wrangell Tlingit Industrial School,Fort Wrangell Tlingit Industrial School,AK,8,1883 - 1888,Presbyterian,Alaskan,0,0,,,Fort Wrangel Thlinkit Academy; Fort Wrangle Training School; Tlingit Training Academy,56.47235082,-132.3831131,TRUE
Nunapitsinghak Moravian Children's Home,Nunapitsinghak Moravian Children's Home,AK,13,1926 - 1973,Moravian,Alaskan,0,0,,,,60.79555038,-161.3784571,TRUE
Seward Sanitarium,Seward Sanitarium,AK,14,1940 - 1950,,Alaskan,0,0,,,,60.09919444,-149.4504444,FALSE
White Mountain Boarding School,White Mountain Boarding School,AK,18,1917 - 1953,,Alaskan; Rosebud Sioux,0,0,,,White Mountain Industrial School,64.684,-163.413,TRUE
William E. Beltz Boarding School,William E. Beltz Boarding School,AK,19,1966 - Open,,Eskimo,0,0,,,Anvil City Science Academy; Nome-Beltz Middle High School*,64.5045,-165.4226944,TRUE
Wrangell Institute,Wrangell Institute,AK,20,1932 - 1975,,Alaskan,0,0,,,Shoemaker Bay Industrial School,56.415278,-132.340232,TRUE
Copper Valley Boarding School,Copper Valley Boarding School,AZ,21,1956 - 1971,Catholic; Jesuit,Alaskan,0,0,,,,62.04751,-145.40306,TRUE
Douglas Island Friends Mission School,Douglas Island Friends Mission School,AK,22,1892 - 1902,Quaker; Religious Society of Friends,"Tlingit, Tlinkit",0,0,,,,58.27897298,-134.40026,TRUE
Friends High School,Friends High School,AK,23,1887 - 1910,Quaker; Religious Society of Friends,Alaskan,0,0,,,Kotzebue Friends High School; Kotzebue Friends School,66.90214503,-162.5849755,TRUE
Dennehotso Boarding School,Dennehotso Boarding School,AZ,29,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Dennehotso Boarding School*; Dennehotso Day School,36.845831,-109.846293,TRUE
Ganado Navajo Presbyterian Mission School,Ganado Navajo Presbyterian Mission School,AZ,31,1902 - 1951,Presbyterian; Women's Board of Home Missions of the Presbyterian Church,"Hopi from Colorado River; Navajo, Navaho, Dine",0,0,,,"Kirkwood Memorial Training School; Ganado Mission School; Ganado Boarding School;
Ganado Mission High School; Sage Memorial Hospital School of Nursing; College of Ganado",35.72488889,-109.5267778,FALSE
Greasewood Boarding School,Greasewood Boarding School,AZ,32,,,"Navajo, Navaho, Dine",0,0,,,"Greasewood School; Greasewood Toyei Consolidated Boarding School; Greasewood Springs
Boarding and Day School; Greasewood Springs Community School*",35.524648,-109.854584,TRUE
Hunters Point Boarding School,Hunters Point Boarding School,AZ,33,,,"Navajo, Navaho, Dine",0,0,,,Hunter's Point Indian School,35.592097,-109.103365,TRUE
Kinlichee Indian School,Kinlichee Indian School,AZ,34,,,"Navajo, Navaho, Dine",0,0,,,Kinlichee Day School; Kin Dah Lichi'i Olta,35.743863,-109.439501,TRUE
Klagetoh Boarding and Day School,Klagetoh Boarding and Day School,AZ,35,1932 - 1966,,"Navajo, Navaho, Dine",0,0,,,,35.502146,-109.529004,TRUE
Lukachukai Boarding and Day School,Lukachukai Boarding and Day School,AZ,36,1936 - Open,,"Navajo, Navaho, Dine",0,0,,,Luki Chuki Day School; Lukachukai Community School*,36.417323,-109.228942,TRUE
Many Farms Community School,Many Farms Community School,AZ,37,,,"Navajo, Navaho, Dine",0,0,,,,36.3660513,-109.6263378,TRUE
Many Farms High School,Many Farms High School,AZ,38,1969 - Open,,"Navajo, Navaho, Dine",0,0,,,,36.36910141,-109.6253753,TRUE
Pine Springs Boarding School,Pine Springs Boarding School,AZ,39,1930 - Open,,"Navajo, Navaho, Dine",0,0,,,Pine Springs Day School*,35.40529244,-109.2795234,TRUE
Red Rock Boarding School,Red Rock Boarding School,AZ,40,1932 - Open,,"Navajo, Navaho, Dine",0,0,,,Rock Day School*,36.59833,-109.058159,TRUE
